product_id,sku,name,wac,wac_class,wac_source,wac_backup_available,wac_change_log_rows,opening_unit_cost
e47421ea-f9aa-452b-b20b-4601ec12410f,CAT-0001,Abrazade metálica de 3/4,489.99999999999994,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,489.99999999999994
dea47824-d52d-4e0c-a963-2904851ede28,CAT-0054,Porta Fusibles,0.7,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
1594070e-136d-47e2-9348-1b172dbab77e,CAT-0055,Purles,28000,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
ac868bd7-20bb-4af5-bd63-e1eee73fb80c,CAT-0056,Reducido de 3/4,489.99999999999994,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,489.99999999999994
0d95ec26-3421-4fbb-9551-8e864e7f516d,CAT-0057,Rodillo,3500,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3500
0ce83da7-afca-4ea8-bdff-2196b66fc1b8,CAT-0058,Rosca Chapa,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
85a6c248-21b4-46c0-b8f5-8eab4b966b02,CAT-0059,Soporte de papel higiénico,3500,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3500
2b394fa4-0496-49c9-97a2-f6c6b7ae898d,CAT-0060,Supresores de sobretensiones,0.7,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
2d706d15-6a07-4aa0-ba16-90f9dc1ffc3c,CAT-0061,T de media,350,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,350
94931dba-7515-49cc-b911-287170299bd4,CAT-0062,T de pulgada a 3/4,0.7,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
d6c8fb13-7d8d-44a8-8656-cfb6423a385e,CAT-0063,Tanqueta de Aceite negro 20 L,97860,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,97860
6a64f76b-3f72-4d2f-a90c-67d3cc096adc,CAT-0064,Tanqueta de antioxidante gris 20L,97860,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,97860
402c85ed-1067-418b-932f-5b6ead480975,CAT-0065,Terminales eléctricas,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
bc4498c8-8208-4142-a418-acf3759bb48b,CAT-0066,Tornillo M10,350,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,350
e8210228-d972-4d63-aac9-69e73032b5ad,CAT-0067,Transfer monofásico 220,28350,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
14fcc881-07b0-4d0b-a9d6-98f153a763ce,CAT-0068,Transfer trifásico,40950,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,40950
892b2bb1-518a-4198-bcc5-9145a8652641,CAT-0069,Unión universal de 3/4,1120,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,1120
52a00c8f-e313-45d5-89e5-c341aa8c9b01,CAT-0070,Unión universal de media,840,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,840
5c57135f-b7a9-4953-93d9-d7718ab178ba,CAT-0071,Uniones de media/Niple macho,210,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,210
868d3a72-2805-4fff-b933-07540e053cdd,CAT-0072,Yee de 50,350,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,350
8b626748-d51b-407e-b2ef-ce9b51cca089,CAT-0073,Interruptor doble,2100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2100
70ad936d-524b-49f7-9a7b-5b1f204c59c8,CAT-0074,Controlador de línea,8400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,8400
2999d90d-9d23-490b-8663-b75f818b7c32,CAT-0075,Espigas de 15 AMP,1400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,1400
2dbfb550-4caf-4325-9ba5-8cca6f812017,CAT-0076,Toma corriente con tapa,2100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2100
3006ba3e-ca21-4d15-92ab-c7a1a94171a1,CAT-0077,Teipe negro,1400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,1400
c8b1ce8a-1ae2-44e5-a51e-53ad46b47f67,CAT-0078,Tornillo con tuerca 4.8,420,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,420
e533e794-cf92-4420-ac6b-f5caee2e0b88,CAT-0079,Interruptor y toma corriente,2100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2100
26fdac16-4d7a-4e17-8864-c9cc690206ab,CAT-0080,Brecker C32A Sencillo,3150,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3150
f648c3f8-0c60-4559-b76b-95bc02d9a816,CAT-0081,Bridas de 4x8 400mm,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
1a571786-83ec-44e2-aed2-48b5dbe79f25,CAT-0082,Cripiadora con pela cable Anaranjada,125999.99999999999,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,125999.99999999999
df97049c-0d66-4850-afc7-a964af2f52e7,CAT-0083,Cripiadora Roja con 6 dabas rojas,113400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,113400
aab1bd0b-6cc1-44bf-8d7c-55582a7ec0f5,CAT-0084,Conector XT60,9100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
de015bd9-ff44-48fc-bfd7-f37adf29b66e,CAT-0085,Panel 585,239400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,239400
2bd13c85-b960-4952-b014-04e04aab3fb1,CAT-0086,Panel 630,233100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
983e5726-a068-44b0-98b8-fef76ac481f1,CAT-0087,Cable Solar Negro 4mm,2835,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2835
99885245-d370-46ea-99d9-176180574f77,CAT-0088,Cable Solar Rojo 4mm,2835,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2835
9fb22bdf-6a2c-4e9b-9fae-3db0e7438bd8,CAT-0089,Cable Solar Negro 6mm,3150,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
7a73a85b-8a66-48d9-a7c3-7f9c91301ade,CAT-0090,Cable Solar Rojo 6mm,3150,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3150
e1c23a92-e7b5-4b6a-8d8f-ee91aa053c81,CAT-0092,Juego de pata,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
8d00b701-caee-45b7-9f2f-3469e72baca5,CAT-0094,Barrena 6mm Madera,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
435fb1f5-8089-4610-87d6-df60a7d7d95d,CAT-0095,Barrena 34mm Madera,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
e05066d4-f1a4-44fe-98f4-b068afc571c7,CAT-0096,Barrena 5mm Madera,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
c24ad180-6d3f-4dfd-9625-d569b396951b,CAT-0097,Disco de corte,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
32ac0c01-83af-47b3-8dfe-0b07c9810106,CAT-0098,Limpia parabrisa,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
7f77f10d-f30f-4de3-888f-4888e1d63b33,CAT-0099,Electrodo 4mm,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
6de05641-c590-4527-81b1-f220b6f9969e,CAT-0101,Canal de media,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
fc605995-ed45-4e93-a774-27e0fa858e71,CAT-0102,Cajas eléctricas,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
f5c8fd29-73e1-4b34-b2e3-7647437baf67,CAT-0103,Perfiles para brecker,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
887141dc-e091-4406-aba7-95435fdd3ded,CAT-0104,Terminales cubanas,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
63f0eeea-3d37-4f9e-b76f-0174551e7dab,CAT-0105,Cajita breckera sencilla,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
20113ad5-0460-4fa7-8521-52a5f16bc708,CAT-0106,Tornillo con arandela,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
5d6de612-3f04-4a6f-9769-4102809eca79,CAT-0107,Caja de distribución TRIC,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
54f03982-4f3e-42b5-a399-f5331833538c,CAT-0108,Cajita Breckera sencilla gris,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
670a4628-00d7-467d-bfc7-11f73a155bb1,CAT-0109,inicio Z,1.0189,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,1.0189
5d7b5973-abab-4769-af06-78993d0a39b9,CAT-0110,Intermedio,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
f9fa0dbc-9fdc-49b0-8d43-58e5df1c8fbe,CAT-0111,Grapas plasticas con clavo de acero,3500,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3500
0a1bce2e-6fbd-4cc3-9f90-91c3cc90aae6,CAT-0112,Grapas metalicas 3/4 con tornillo roscante,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
53a5555e-9788-4cd8-a068-00f17a95ed60,CAT-0113,Goma Termo Retractil,280,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,280
721b1217-1812-449d-9c92-bb89b080f7f6,CAT-0114,Combustible,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
b0aa4eaa-9866-4d20-9a19-69167fccaaa2,CAT-0115,Estación solar,1398600,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
10a6cca7-c6fd-4ec5-8d95-49c76b14ad5e,CAT-0116,Pintura Blanca 5L,4200,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
2fbd9764-93f1-40ae-99ed-15ae5da4e40c,CAT-0117,Inversor,2016000,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
5bf782be-70c8-4870-9514-46bc2ae9db69,CONC-1786067801,Concurrent Recv Test,4,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
530e198c-0d42-4b36-852e-ba86f4431d94,PRODWAC-1786069598,PROD WAC Verify 1786069598,5,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
aa5e148b-df42-4349-a131-867767352669,TASA-EXT-1786067764,Tasa Extrema Test,1090908,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
