product_id,sku,name,set,classification,confidence,backup_qty,current_stock,delta,wac,wac_class,status,is_active,created_at,updated_at,be_total,be_post,be_post_qty,be_types_json,proposed_repair_qty,evidence_source
0d95ec26-3421-4fbb-9551-8e864e7f516d,CAT-0057,Rodillo,A,FROZEN_MATCH,CONFIRMED,7,7,0,3500,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:18.290556+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},7,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
0ce83da7-afca-4ea8-bdff-2196b66fc1b8,CAT-0058,Rosca Chapa,A,FROZEN_MATCH,CONFIRMED,90,90,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:18.54079+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},90,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
85a6c248-21b4-46c0-b8f5-8eab4b966b02,CAT-0059,Soporte de papel higiénico,A,FROZEN_MATCH,CONFIRMED,1,1,0,3500,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:18.795098+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
2b394fa4-0496-49c9-97a2-f6c6b7ae898d,CAT-0060,Supresores de sobretensiones,A,FROZEN_MATCH,CONFIRMED,0,0,0,0.7,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:19.045811+00:00,2026-07-30T03:00:19.045811+00:00,0,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
2d706d15-6a07-4aa0-ba16-90f9dc1ffc3c,CAT-0061,T de media,A,FROZEN_MATCH,CONFIRMED,26,26,0,350,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:19.292083+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},26,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
94931dba-7515-49cc-b911-287170299bd4,CAT-0062,T de pulgada a 3/4,A,FROZEN_MATCH,CONFIRMED,0,0,0,0.7,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:19.537471+00:00,2026-07-30T03:00:19.537471+00:00,0,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
d6c8fb13-7d8d-44a8-8656-cfb6423a385e,CAT-0063,Tanqueta de Aceite negro 20 L,A,FROZEN_MATCH,CONFIRMED,1,1,0,97860,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:19.790769+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
6a64f76b-3f72-4d2f-a90c-67d3cc096adc,CAT-0064,Tanqueta de antioxidante gris 20L,A,FROZEN_MATCH,CONFIRMED,1,1,0,97860,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:20.042377+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
402c85ed-1067-418b-932f-5b6ead480975,CAT-0065,Terminales eléctricas,A,FROZEN_MATCH,CONFIRMED,130,130,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:20.287611+00:00,2026-07-27T12:00:00+00:00,6,0,0,{},130,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
bc4498c8-8208-4142-a418-acf3759bb48b,CAT-0066,Tornillo M10,A,FROZEN_MATCH,CONFIRMED,98,98,0,350,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:20.542546+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},98,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
e8210228-d972-4d63-aac9-69e73032b5ad,CAT-0067,Transfer monofásico 220,A,FROZEN_MATCH,CONFIRMED,0,0,0,28350,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:20.801563+00:00,2026-07-23T12:00:00+00:00,2,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
14fcc881-07b0-4d0b-a9d6-98f153a763ce,CAT-0068,Transfer trifásico,A,FROZEN_MATCH,CONFIRMED,1,1,0,40950,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:21.049975+00:00,2026-08-16T21:21:28.673185+00:00,5,2,0,"{""adjustment"":2}",1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
892b2bb1-518a-4198-bcc5-9145a8652641,CAT-0069,Unión universal de 3/4,A,FROZEN_MATCH,CONFIRMED,4,4,0,1120,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:21.307618+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
52a00c8f-e313-45d5-89e5-c341aa8c9b01,CAT-0070,Unión universal de media,A,FROZEN_MATCH,CONFIRMED,82,82,0,840,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:21.557547+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},82,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
5c57135f-b7a9-4953-93d9-d7718ab178ba,CAT-0071,Uniones de media/Niple macho,A,FROZEN_MATCH,CONFIRMED,106,106,0,210,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:21.802309+00:00,2026-07-28T12:00:00+00:00,2,0,0,{},106,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
