store_id,product_id,sku,name,stock_current,inventory_qty,movs_sum,movs_n,classification
d1c4ba0e,7f77f10d-f30f-4de3-888f-4888e1d63b33,CAT-0099,Electrodo 4mm,100,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,bc4498c8-8208-4142-a418-acf3759bb48b,CAT-0066,Tornillo M10,98,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,983e5726-a068-44b0-98b8-fef76ac481f1,CAT-0087,Cable Solar Negro 4mm,95.5,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,670a4628-00d7-467d-bfc7-11f73a155bb1,CAT-0109,inicio Z,94,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,99885245-d370-46ea-99d9-176180574f77,CAT-0088,Cable Solar Rojo 4mm,91.5,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,0ce83da7-afca-4ea8-bdff-2196b66fc1b8,CAT-0058,Rosca Chapa,90,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,52a00c8f-e313-45d5-89e5-c341aa8c9b01,CAT-0070,Unión universal de media,82,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,ce3b523f-f616-489b-afa6-91c80e84cd8d,CAT-0041,Latiguillo MC4,72,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2a822efb-97fb-4235-b154-f983d1f840b5,CAT-0011,Cabilla 70 Cm,70,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,af42b21f-217e-4ead-a65d-c69397c13cc6,CAT-0035,Fuete eléctrico,68,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,45f4a79c-e449-4053-a293-60961773d734,CAT-0030,Expansiones anaranjada 6*40m,50,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,f9fa0dbc-9fdc-49b0-8d43-58e5df1c8fbe,CAT-0111,Grapas plasticas con clavo d,49,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,32ac0c01-83af-47b3-8dfe-0b07c9810106,CAT-0098,Limpia parabrisa,42,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,4b15ea41-c8e3-4585-8c72-183133727b33,CAT-0047,Mortero,40,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,d96b0781-88b3-4992-85c6-4187307de294,CAT-0052,Pintura Verde 4L,39,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,08c9acfd-e10d-44f2-b25f-870d632dbe18,CAT-0009,Brecker D63 A,38,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,8d81d8dc-80ab-4456-833b-1901c986c827,CAT-0048,Nudo de media,38,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,8d4c7a66-0b5c-4768-966c-b0ffb8ac3fb2,CAT-0028,Espejo,36,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,435fb1f5-8089-4610-87d6-df60a7d7d95d,CAT-0095,Barrena 34mm Madera,36,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,194cfc6d-3752-4d2a-94c7-8cb29427cffc,CAT-0019,Codo de 90,29,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2999d90d-9d23-490b-8663-b75f818b7c32,CAT-0075,Espigas de 15 AMP,28,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,f5c8fd29-73e1-4b34-b2e3-7647437baf67,CAT-0103,Perfiles para brecker,27,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,017b2f62-0244-4bb0-8d88-82945aaa3726,CAT-0037,J de techo,26,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2d706d15-6a07-4aa0-ba16-90f9dc1ffc3c,CAT-0061,T de media,26,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2babc6c7-6b18-4d51-a59a-e9d5fc15cc6e,CAT-0038,Lampara de 20,25,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,dd469f07-d038-458c-95c6-4e8cc1aac693,CAT-0017,Césped Artificial,24,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,721b1217-1812-449d-9c92-bb89b080f7f6,CAT-0114,Combustible,20,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,e47421ea-f9aa-452b-b20b-4601ec12410f,CAT-0001,Abrazade metálica de 3/4,19,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,887141dc-e091-4406-aba7-95435fdd3ded,CAT-0104,Terminales cubanas,18,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,60e81773-46ed-4995-8af1-771f85a97fa7,CAT-0014,Distribuidor de corriente 4 ,16,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,bc972d77-5e59-46f5-84a3-9249e1637f17,CAT-0015,Cemento Cola,16,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,b7bd618c-38b4-475c-b775-dc81b233a825,WACFIX-1786068956,WAC Fix Test 1786068956,15,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,5bf782be-70c8-4870-9514-46bc2ae9db69,CONC-1786067801,Concurrent Recv Test,15,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,7dbff68e-3ad1-479b-b228-f81021699ed4,WACFINAL-1786069134,WAC Final Test 1786069134,15,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,0f0f9cc8-1d72-4cab-973c-8dd35164fe79,CAT-0051,Pintura Casa Blanca 14L,15,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,7049d300-7e08-42f0-b081-d373a331d88c,WAC-1786067683,WAC Test Product 1786067683,15,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,8f4e2708-540c-477b-bef7-9aed96771a8f,WACTRACE-1786068302,WAC Trace Test 1786068302,15,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,207b1d1e-9b8c-43e4-b6b4-9f4bd977b18a,CAT-0039,Tubo de Lampara de 40,14,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,3b68e6e7-303e-46e8-9a4a-0bd1d9a1b597,CAT-0031,Expansiones con tornillos M6,14,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,5585361e-3eec-4d7d-a9f1-6c748d875a6a,CAT-0020,Codos de 45 grado,14,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,aa5e148b-df42-4349-a131-867767352669,TASA-EXT-1786067764,Tasa Extrema Test,11,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,94e53fd4-75ae-4924-a1b1-1b3d13f90df8,VOID-1786067801,Void WAC Test,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,530e198c-0d42-4b36-852e-ba86f4431d94,PRODWAC-1786069598,PROD WAC Verify 1786069598,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,e533e794-cf92-4420-ac6b-f5caee2e0b88,CAT-0079,Interruptor y toma corriente,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,3f108b20-f5d6-4604-930e-35c863331f5e,CAT-0027,Escobas,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,185f1c6f-e58a-4231-b39a-3a52f2c7ef22,VOIDTRACE-1786068382,VOID Trace Test 1786068382,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,fc605995-ed45-4e93-a774-27e0fa858e71,CAT-0102,Cajas eléctricas,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2a59f5e1-9dc8-440e-9746-26ae2fb30331,CAT-0032,Expansiones con tornillos M8,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,e9541bb4-97c2-4f1d-9cb2-836c38beefd7,WACFN-1786069224,WAC FINAL 1786069224,10,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,b06c20ed-cd3d-4c6b-b775-959a83b0887b,CAT-0050,Nudos de 50,9,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,8b626748-d51b-407e-b2ef-ce9b51cca089,CAT-0073,Interruptor doble,9,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,de015bd9-ff44-48fc-bfd7-f37adf29b66e,CAT-0085,Panel 585,8,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,55f7eb2b-8e95-475d-9375-b3b9390f5500,CAT-0049,Nudos de 3/4,7,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,3006ba3e-ca21-4d15-92ab-c7a1a94171a1,CAT-0077,Teipe negro,7,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,6ac93fb5-0ca3-4dd1-8cff-8980658b3caf,CAT-0040,Latiguillo de media por 3/8,7,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,0d95ec26-3421-4fbb-9551-8e864e7f516d,CAT-0057,Rodillo,7,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2b2f28e3-e2f4-4d58-840c-4e4af5d651d1,CAT-0043,Losa aporcelanada 60x60,6,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,2dbfb550-4caf-4325-9ba5-8cca6f812017,CAT-0076,Toma corriente con tapa,6,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,868d3a72-2805-4fff-b933-07540e053cdd,CAT-0072,Yee de 50,6,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,7a73a85b-8a66-48d9-a7c3-7f9c91301ade,CAT-0090,Cable Solar Rojo 6mm,5,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,e1c23a92-e7b5-4b6a-8d8f-ee91aa053c81,CAT-0092,Juego de pata,5,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,ac868bd7-20bb-4af5-bd63-e1eee73fb80c,CAT-0056,Reducido de 3/4,5,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,d640bf18-da13-4ef5-8754-d1226fadf660,CAT-0044,Losa aporcelanada 60x60 con ,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,0c2fcc6c-289f-4324-b55f-b5fd11a62002,CAT-0034,Fregadero,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,9da60d14-0a0e-4070-83ca-f3ea689bff25,CAT-0018,Cheques metálicos,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,892b2bb1-518a-4198-bcc5-9145a8652641,CAT-0069,Unión universal de 3/4,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,69824282-4994-4615-aaf2-896466f9e781,CAT-0005,Brecker 16A Sencillo,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,7d0751af-9fa4-4876-84b7-a28520f299d7,CAT-0004,Bisagra,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,c4870c06-9332-4db2-b060-70d1fa8ea90c,CAT-0003,Araganes,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,5d6de612-3f04-4a6f-9769-4102809eca79,CAT-0107,Caja de distribución TRIC,4,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,54f03982-4f3e-42b5-a399-f5331833538c,CAT-0108,Cajita Breckera sencilla gri,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,df97049c-0d66-4850-afc7-a964af2f52e7,CAT-0083,Cripiadora Roja con 6 dabas ,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,f13436c1-85a7-430a-889b-a30f5208de85,CAT-0046,Masilla interior blanca,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,8d00b701-caee-45b7-9f2f-3469e72baca5,CAT-0094,Barrena 6mm Madera,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,5288a38f-85a0-4f2c-9edc-b745c03ef90c,CAT-0045,Malla perli,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,70ad936d-524b-49f7-9a7b-5b1f204c59c8,CAT-0074,Controlador de línea,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,43370837-f188-401d-a90f-4cc7e2118ae9,CAT-0026,Disco de esmeril,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,470847a9-f708-46bb-97c1-57bca13d635c,CAT-0042,Llave de lavamano,3,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,5dd7ff57-9c62-4431-baba-229f9cf62acf,CAT-0010,Brida 58,2,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,0e9d781a-4eed-42ef-baa2-09b3ea1d990c,CAT-0006,Brecker 25 A Sencillo,2,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,26fdac16-4d7a-4e17-8864-c9cc690206ab,CAT-0080,Brecker C32A Sencillo,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,14fcc881-07b0-4d0b-a9d6-98f153a763ce,CAT-0068,Transfer trifásico,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,e65916ea-9ca2-4e25-a78f-6be15b46a912,CAT-0007,Brecker 32A Trifasico,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,6a64f76b-3f72-4d2f-a90c-67d3cc096adc,CAT-0064,Tanqueta de antioxidante gri,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,d6c8fb13-7d8d-44a8-8656-cfb6423a385e,CAT-0063,Tanqueta de Aceite negro 20 ,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,85a6c248-21b4-46c0-b8f5-8eab4b966b02,CAT-0059,Soporte de papel higiénico,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,6de05641-c590-4527-81b1-f220b6f9969e,CAT-0101,Canal de media,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,01301a54-816a-4e32-9bd4-0d126d2f91c4,CAT-0021,Colchón Milexus,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,63f0eeea-3d37-4f9e-b76f-0174551e7dab,CAT-0105,Cajita breckera sencilla,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,bb1b6fd0-9a8e-4f3a-9623-17e9f9b5e73c,CAT-0025,Cuchilla 3P 100A,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,b3e54ebe-ac35-4a11-b69b-3f0c8147fda1,CAT-0036,Impermeable verde 20Kg,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,6e7331fa-ef32-4d29-928a-7d84922e3a66,CAT-0033,Extensiones 5M,1,MISSING,0,0,ORPHAN_FULL
d1c4ba0e,1a571786-83ec-44e2-aed2-48b5dbe79f25,CAT-0082,Cripiadora con pela cable An,1,MISSING,0,0,ORPHAN_FULL
dcfd74bf,ee128c04-88e3-405b-bdb1-d3f058dbd9e9,PT2-1786001960,Producto Tenant 2,10,MISSING,0,0,ORPHAN_FULL
e4cfe601,a64b4b30-c351-46fe-9939-64e2cf7c7bd7,HTPA-1786058486,Hot Transfer Prod A,14,MISSING,0,0,ORPHAN_FULL
fd058f2c,2a6496c1-b2d3-4ad4-ad32-90c1d76c3d82,HR6CB-1786059605,Hot R6C Prod B,20,MISSING,0,0,ORPHAN_FULL
fe4a1ce9,791bc1cc-b286-4e92-b4c7-02c0ea501117,HPI-1786059359,Hot Prod Item,5,MISSING,0,0,ORPHAN_FULL
