product_id,sku,name,store_id,stock_current,cost_average,created_at,updated_at,status,is_active,has_movements,min_stock,price,cost_price,inventory_quantity,inventory_updated_at,movements_cnt,kardex_cnt,sale_items_cnt
2a822efb-97fb-4235-b154-f983d1f840b5,CAT-0011,Cabilla 70 Cm,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,70.0000,489.9999999999999700,2026-07-30 03:00:06.603601+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,350,244.99999999999997,MISSING,,0,0,0
64551ca6-5488-42e7-a230-428502fc2476,CAT-0012,Cable Conductor electrico 10,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,289.0000,1889.9999999999999000,2026-07-30 03:00:06.863212+00,2026-07-17 12:00:00+00,ACTIVE,true,true,5.0000,1350,944.9999999999999,MISSING,,0,0,0
69e4f894-9bdc-4401-ad07-102da972b11b,CAT-0013,Cable Conductor electrico 8,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,274.0000,2100.0000000000000000,2026-07-30 03:00:07.115564+00,2026-07-21 12:00:00+00,ACTIVE,true,true,5.0000,1500,1050,MISSING,,0,0,0
60e81773-46ed-4995-8af1-771f85a97fa7,CAT-0014,Distribuidor de corriente 4 salidas,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,16.0000,700.0000000000000000,2026-07-30 03:00:07.364992+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,500,350,MISSING,,0,0,0
bc972d77-5e59-46f5-84a3-9249e1637f17,CAT-0015,Cemento Cola,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,16.0000,14000.000000000000,2026-07-30 03:00:07.624412+00,2026-07-25 12:00:00+00,ACTIVE,true,true,5.0000,10000,7000,MISSING,,0,0,0
f483daf8-9094-42a5-aa84-6453254b34dc,CAT-0016,Cemento P425 Tudella,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,17500.000000000000,2026-07-30 03:00:07.886378+00,2026-07-27 12:00:00+00,ACTIVE,true,true,5.0000,12500,8750,MISSING,,0,0,0
dd469f07-d038-458c-95c6-4e8cc1aac693,CAT-0017,Césped Artificial,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,24.0000,9100.0000000000000000,2026-07-30 03:00:08.138733+00,2026-07-17 12:00:00+00,ACTIVE,true,true,5.0000,6500,4550,MISSING,,0,0,0
9da60d14-0a0e-4070-83ca-f3ea689bff25,CAT-0018,Cheques metálicos,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,4.0000,4900.0000000000000000,2026-07-30 03:00:08.403177+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,3500,2450,MISSING,,0,0,0
194cfc6d-3752-4d2a-94c7-8cb29427cffc,CAT-0019,Codo de 90,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,29.0000,280.0000000000000000,2026-07-30 03:00:08.654253+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,200,140,MISSING,,0,0,0
5585361e-3eec-4d7d-a9f1-6c748d875a6a,CAT-0020,Codos de 45 grado,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,14.0000,280.0000000000000000,2026-07-30 03:00:08.906221+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,200,140,MISSING,,0,0,0
01301a54-816a-4e32-9bd4-0d126d2f91c4,CAT-0021,Colchón Milexus,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,138600.000000000000,2026-07-30 03:00:09.164839+00,2026-08-02 05:22:39.615345+00,ACTIVE,true,true,5.0000,220,69300,MISSING,,0,0,0
4af0518f-ff97-4129-b44c-10d62e5e0c68,CAT-0022,Conectores MC4,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,204.0000,4410.0000000000000000,2026-07-30 03:00:09.422101+00,2026-07-28 12:00:00+00,ACTIVE,true,true,5.0000,7,2205,MISSING,,0,0,0
a010153a-6c4a-458f-a118-120166f06d3e,CAT-0023,Cuchilla 2P 100A,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,6300,2026-07-30 03:00:09.68059+00,2026-07-30 03:00:09.68059+00,ACTIVE,true,false,5.0000,20,6300,MISSING,,0,0,0
53d9c964-d464-428f-b8a3-01a7d6178bc8,CAT-0024,Cuchilla 2P 63A,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,11340.0000000000000000,2026-07-30 03:00:09.93739+00,2026-07-16 12:00:00+00,ACTIVE,true,true,5.0000,18,5670,MISSING,,0,0,0
bb1b6fd0-9a8e-4f3a-9623-17e9f9b5e73c,CAT-0025,Cuchilla 3P 100A,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,15749.9999999999990000,2026-07-30 03:00:10.188884+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,25,7874.999999999999,MISSING,,0,0,0
43370837-f188-401d-a90f-4cc7e2118ae9,CAT-0026,Disco de esmeril,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,3.0000,2800.0000000000000000,2026-07-30 03:00:10.447723+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,2000,1400,MISSING,,0,0,0
3f108b20-f5d6-4604-930e-35c863331f5e,CAT-0027,Escobas,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,10.0000,2520.0000000000000000,2026-07-30 03:00:10.705724+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1800,1260,MISSING,,0,0,0
8d4c7a66-0b5c-4768-966c-b0ffb8ac3fb2,CAT-0028,Espejo,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,36.0000,7000.0000000000000000,2026-07-30 03:00:10.961896+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,5000,3500,MISSING,,0,0,0
d097619e-6801-4f31-bee9-a76287af7530,CAT-0029,Expansiones 8x80,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,532.0000,280.0000000000000000,2026-07-30 03:00:11.218823+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,200,140,MISSING,,0,0,0
45f4a79c-e449-4053-a293-60961773d734,CAT-0030,Expansiones anaranjada 6*40mm /Rapita,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,50.0000,210.0000000000000000,2026-07-30 03:00:11.481928+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,150,105,MISSING,,0,0,0
3b68e6e7-303e-46e8-9a4a-0bd1d9a1b597,CAT-0031,Expansiones con tornillos M6,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,14.0000,489.9999999999999700,2026-07-30 03:00:11.743379+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,350,244.99999999999997,MISSING,,0,0,0
2a59f5e1-9dc8-440e-9746-26ae2fb30331,CAT-0032,Expansiones con tornillos M8,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,10.0000,560.0000000000000000,2026-07-30 03:00:12.000611+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,400,280,MISSING,,0,0,0
6e7331fa-ef32-4d29-928a-7d84922e3a66,CAT-0033,Extensiones 5M,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,5600.0000000000000000,2026-07-30 03:00:12.256811+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,4000,2800,MISSING,,0,0,0
0c2fcc6c-289f-4324-b55f-b5fd11a62002,CAT-0034,Fregadero,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,4.0000,32199.99999999999800,2026-07-30 03:00:12.505747+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,23000,16099.999999999998,MISSING,,0,0,0
af42b21f-217e-4ead-a65d-c69397c13cc6,CAT-0035,Fuete eléctrico,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,68.0000,2.0000000000000000,2026-07-30 03:00:12.764822+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
b3e54ebe-ac35-4a11-b69b-3f0c8147fda1,CAT-0036,Impermeable verde 20Kg,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,69300.000000000000,2026-07-30 03:00:13.011782+00,2026-07-20 12:00:00+00,ACTIVE,true,true,5.0000,110,34650,MISSING,,0,0,0
017b2f62-0244-4bb0-8d88-82945aaa3726,CAT-0037,J de techo,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,26.0000,70.0000000000000000,2026-07-30 03:00:13.281213+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,50,35,MISSING,,0,0,0
2babc6c7-6b18-4d51-a59a-e9d5fc15cc6e,CAT-0038,Lampara de 20,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,25.0000,4480.0000000000000000,2026-07-30 03:00:13.539059+00,2026-07-22 12:00:00+00,ACTIVE,true,true,5.0000,3200,2240,MISSING,,0,0,0
207b1d1e-9b8c-43e4-b6b4-9f4bd977b18a,CAT-0039,Tubo de Lampara de 40,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,14.0000,3919.9999999999998000,2026-07-30 03:00:13.787621+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,2800,1959.9999999999998,MISSING,,0,0,0
6ac93fb5-0ca3-4dd1-8cff-8980658b3caf,CAT-0040,Latiguillo de media por 3/8,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,7.0000,1400.0000000000000000,2026-07-30 03:00:14.047811+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1000,700,MISSING,,0,0,0
ce3b523f-f616-489b-afa6-91c80e84cd8d,CAT-0041,Latiguillo MC4,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,72.0000,2.0000000000000000,2026-07-30 03:00:14.29662+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
470847a9-f708-46bb-97c1-57bca13d635c,CAT-0042,Llave de lavamano,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,3.0000,4200.0000000000000000,2026-07-30 03:00:14.550882+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,3000,2100,MISSING,,0,0,0
2b2f28e3-e2f4-4d58-840c-4e4af5d651d1,CAT-0043,Losa aporcelanada 60x60,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,6.0000,2.0000000000000000,2026-07-30 03:00:14.800221+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
d640bf18-da13-4ef5-8754-d1226fadf660,CAT-0044,Losa aporcelanada 60x60 con defectos,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,4.0000,2.0000000000000000,2026-07-30 03:00:15.053113+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
5288a38f-85a0-4f2c-9edc-b745c03ef90c,CAT-0045,Malla perli,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,3.0000,56000.000000000000,2026-07-30 03:00:15.302143+00,2026-07-20 12:00:00+00,ACTIVE,true,true,5.0000,40000,28000,MISSING,,0,0,0
f13436c1-85a7-430a-889b-a30f5208de85,CAT-0046,Masilla interior blanca,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,3.0000,30799.99999999999800,2026-07-30 03:00:15.548993+00,2026-07-22 12:00:00+00,ACTIVE,true,true,5.0000,22000,15399.999999999998,MISSING,,0,0,0
4b15ea41-c8e3-4585-8c72-183133727b33,CAT-0047,Mortero,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,40.0000,19600.000000000000,2026-07-30 03:00:15.796207+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,14000,9800,MISSING,,0,0,0
8d81d8dc-80ab-4456-833b-1901c986c827,CAT-0048,Nudo de media,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,38.0000,350.0000000000000000,2026-07-30 03:00:16.042004+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,250,175,MISSING,,0,0,0
55f7eb2b-8e95-475d-9375-b3b9390f5500,CAT-0049,Nudos de 3/4,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,7.0000,2.0000000000000000,2026-07-30 03:00:16.296275+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
b06c20ed-cd3d-4c6b-b775-959a83b0887b,CAT-0050,Nudos de 50,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,9.0000,350.0000000000000000,2026-07-30 03:00:16.550737+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,250,175,MISSING,,0,0,0
0f0f9cc8-1d72-4cab-973c-8dd35164fe79,CAT-0051,Pintura Casa Blanca 14L,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,15.0000,45500.000000000000,2026-07-30 03:00:16.799548+00,2026-07-27 12:00:00+00,ACTIVE,true,true,5.0000,32500,22750,MISSING,,0,0,0
d96b0781-88b3-4992-85c6-4187307de294,CAT-0052,Pintura Verde 4L,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,39.0000,3500.0000000000000000,2026-07-30 03:00:17.044454+00,2026-07-21 12:00:00+00,ACTIVE,true,true,5.0000,2500,1750,MISSING,,0,0,0
366f2263-aeba-4c85-acbd-8bf4e8fc0d99,CAT-0053,Planchas de zinc,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,0.7,2026-07-30 03:00:17.290352+00,2026-07-30 03:00:17.290352+00,ACTIVE,true,false,5.0000,1,0.7,MISSING,,0,0,0
dea47824-d52d-4e0c-a963-2904851ede28,CAT-0054,Porta Fusibles,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,0.7,2026-07-30 03:00:17.551276+00,2026-07-30 03:00:17.551276+00,ACTIVE,true,false,5.0000,1,0.7,MISSING,,0,0,0
1594070e-136d-47e2-9348-1b172dbab77e,CAT-0055,Purles,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,28000.000000000000,2026-07-30 03:00:17.799785+00,2026-07-20 12:00:00+00,ACTIVE,true,true,5.0000,20000,14000,MISSING,,0,0,0
ac868bd7-20bb-4af5-bd63-e1eee73fb80c,CAT-0056,Reducido de 3/4,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,5.0000,489.9999999999999700,2026-07-30 03:00:18.046369+00,2026-08-16 20:04:50.023403+00,ACTIVE,true,true,5.0000,350,244.99999999999997,MISSING,,0,0,0
0d95ec26-3421-4fbb-9551-8e864e7f516d,CAT-0057,Rodillo,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,7.0000,3500.0000000000000000,2026-07-30 03:00:18.290556+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,2500,1750,MISSING,,0,0,0
0ce83da7-afca-4ea8-bdff-2196b66fc1b8,CAT-0058,Rosca Chapa,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,90.0000,2.0000000000000000,2026-07-30 03:00:18.54079+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
85a6c248-21b4-46c0-b8f5-8eab4b966b02,CAT-0059,Soporte de papel higiénico,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,3500.0000000000000000,2026-07-30 03:00:18.795098+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,2500,1750,MISSING,,0,0,0
2b394fa4-0496-49c9-97a2-f6c6b7ae898d,CAT-0060,Supresores de sobretensiones,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,0.7,2026-07-30 03:00:19.045811+00,2026-07-30 03:00:19.045811+00,ACTIVE,true,false,5.0000,1,0.7,MISSING,,0,0,0
2d706d15-6a07-4aa0-ba16-90f9dc1ffc3c,CAT-0061,T de media,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,26.0000,350.0000000000000000,2026-07-30 03:00:19.292083+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,250,175,MISSING,,0,0,0
94931dba-7515-49cc-b911-287170299bd4,CAT-0062,T de pulgada a 3/4,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,0.7,2026-07-30 03:00:19.537471+00,2026-07-30 03:00:19.537471+00,ACTIVE,true,false,5.0000,1,0.7,MISSING,,0,0,0
d6c8fb13-7d8d-44a8-8656-cfb6423a385e,CAT-0063,Tanqueta de Aceite negro 20 L,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,97860.000000000000,2026-07-30 03:00:19.790769+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,69900,48930,MISSING,,0,0,0
6a64f76b-3f72-4d2f-a90c-67d3cc096adc,CAT-0064,Tanqueta de antioxidante gris 20L,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,97860.000000000000,2026-07-30 03:00:20.042377+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,69900,48930,MISSING,,0,0,0
402c85ed-1067-418b-932f-5b6ead480975,CAT-0065,Terminales eléctricas,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,130.0000,2.0000000000000000,2026-07-30 03:00:20.287611+00,2026-07-27 12:00:00+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
bc4498c8-8208-4142-a418-acf3759bb48b,CAT-0066,Tornillo M10,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,98.0000,350.0000000000000000,2026-07-30 03:00:20.542546+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,250,175,MISSING,,0,0,0
e8210228-d972-4d63-aac9-69e73032b5ad,CAT-0067,Transfer monofásico 220,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,28350.000000000000,2026-07-30 03:00:20.801563+00,2026-07-23 12:00:00+00,ACTIVE,true,true,5.0000,45,14175,MISSING,,0,0,0
14fcc881-07b0-4d0b-a9d6-98f153a763ce,CAT-0068,Transfer trifásico,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,40950.000000000000,2026-07-30 03:00:21.049975+00,2026-08-16 21:21:28.673185+00,ACTIVE,true,true,5.0000,65,20475,MISSING,,0,0,0
892b2bb1-518a-4198-bcc5-9145a8652641,CAT-0069,Unión universal de 3/4,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,4.0000,1120.0000000000000000,2026-07-30 03:00:21.307618+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,800,560,MISSING,,0,0,0
52a00c8f-e313-45d5-89e5-c341aa8c9b01,CAT-0070,Unión universal de media,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,82.0000,840.0000000000000000,2026-07-30 03:00:21.557547+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,600,420,MISSING,,0,0,0
5c57135f-b7a9-4953-93d9-d7718ab178ba,CAT-0071,Uniones de media/Niple macho,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,106.0000,210.0000000000000000,2026-07-30 03:00:21.802309+00,2026-07-28 12:00:00+00,ACTIVE,true,true,5.0000,150,105,MISSING,,0,0,0
868d3a72-2805-4fff-b933-07540e053cdd,CAT-0072,Yee de 50,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,6.0000,350.0000000000000000,2026-07-30 03:00:22.056595+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,250,175,MISSING,,0,0,0
8b626748-d51b-407e-b2ef-ce9b51cca089,CAT-0073,Interruptor doble,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,9.0000,2100.0000000000000000,2026-07-30 03:00:22.303458+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1500,1050,MISSING,,0,0,0
70ad936d-524b-49f7-9a7b-5b1f204c59c8,CAT-0074,Controlador de línea,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,3.0000,8400.0000000000000000,2026-07-30 03:00:22.554161+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,6000,4200,MISSING,,0,0,0
2999d90d-9d23-490b-8663-b75f818b7c32,CAT-0075,Espigas de 15 AMP,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,28.0000,1400.0000000000000000,2026-07-30 03:00:22.80945+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1000,700,MISSING,,0,0,0
2dbfb550-4caf-4325-9ba5-8cca6f812017,CAT-0076,Toma corriente con tapa,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,6.0000,2100.0000000000000000,2026-07-30 03:00:23.061517+00,2026-07-22 12:00:00+00,ACTIVE,true,true,5.0000,1500,1050,MISSING,,0,0,0
3006ba3e-ca21-4d15-92ab-c7a1a94171a1,CAT-0077,Teipe negro,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,7.0000,1400.0000000000000000,2026-07-30 03:00:23.310095+00,2026-07-17 12:00:00+00,ACTIVE,true,true,5.0000,1000,700,MISSING,,0,0,0
c8b1ce8a-1ae2-44e5-a51e-53ad46b47f67,CAT-0078,Tornillo con tuerca 4.8,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,322.0000,420.0000000000000000,2026-07-30 03:00:23.565871+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,300,210,MISSING,,0,0,0
e533e794-cf92-4420-ac6b-f5caee2e0b88,CAT-0079,Interruptor y toma corriente,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,10.0000,2100.0000000000000000,2026-07-30 03:00:23.812881+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,1500,1050,MISSING,,0,0,0
26fdac16-4d7a-4e17-8864-c9cc690206ab,CAT-0080,Brecker C32A Sencillo,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,3150.0000000000000000,2026-07-30 03:00:24.064471+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,5,1575,MISSING,,0,0,0
f648c3f8-0c60-4559-b76b-95bc02d9a816,CAT-0081,Bridas de 4x8 400mm,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,497.0000,2.00,2026-07-30 03:00:24.322362+00,2026-08-16 21:20:51.698872+00,ACTIVE,true,true,5.0000,1,0.7,MISSING,,0,0,0
1a571786-83ec-44e2-aed2-48b5dbe79f25,CAT-0082,Cripiadora con pela cable Anaranjada,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,1.0000,125999.9999999999900,2026-07-30 03:00:24.567899+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,200,62999.99999999999,MISSING,,0,0,0
df97049c-0d66-4850-afc7-a964af2f52e7,CAT-0083,Cripiadora Roja con 6 dabas rojas,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,3.0000,113400.000000000000,2026-07-30 03:00:24.829854+00,2026-07-30 03:00:32.89037+00,ACTIVE,true,true,5.0000,180,56700,MISSING,,0,0,0
aab1bd0b-6cc1-44bf-8d7c-55582a7ec0f5,CAT-0084,Conector XT60,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,9100.0000000000000000,2026-07-30 03:00:25.077917+00,2026-07-23 12:00:00+00,ACTIVE,true,true,5.0000,6500,4550,MISSING,,0,0,0
de015bd9-ff44-48fc-bfd7-f37adf29b66e,CAT-0085,Panel 585,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,8.0000,239399.9999999999900,2026-07-30 03:00:25.323546+00,2026-07-23 12:00:00+00,ACTIVE,true,true,5.0000,380,119699.99999999999,MISSING,,0,0,0
2bd13c85-b960-4952-b014-04e04aab3fb1,CAT-0086,Panel 630,d1c4ba0e-5767-4ba0-e576-7d1c4ba0e576,0.0000,233099.9999999999900,2026-07-30 03:00:25.578784+00,2026-07-25 12:00:00+00,ACTIVE,true,true,5.0000,370,116549.99999999999,MISSING,,0,0,0
