product_id,sku,name,units_orphan,cost_average,estimated_value,valuation_label,origin_class,cost_evidence
bb1b6fd0-9a8e-4f3a-9623-17e9f9b5e73c,CAT-0025,Cuchilla 3P 100A,1,15749.999999999998,15750.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
43370837-f188-401d-a90f-4cc7e2118ae9,CAT-0026,Disco de esmeril,3,2800,8400.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
3f108b20-f5d6-4604-930e-35c863331f5e,CAT-0027,Escobas,10,2520,25200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
8d4c7a66-0b5c-4768-966c-b0ffb8ac3fb2,CAT-0028,Espejo,36,7000,252000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
d097619e-6801-4f31-bee9-a76287af7530,CAT-0029,Expansiones 8x80,532,280,148960.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
45f4a79c-e449-4053-a293-60961773d734,CAT-0030,Expansiones anaranjada 6*40mm /Rapita,50,210,10500.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
3b68e6e7-303e-46e8-9a4a-0bd1d9a1b597,CAT-0031,Expansiones con tornillos M6,14,489.99999999999994,6860.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
2a59f5e1-9dc8-440e-9746-26ae2fb30331,CAT-0032,Expansiones con tornillos M8,10,560,5600.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
6e7331fa-ef32-4d29-928a-7d84922e3a66,CAT-0033,Extensiones 5M,1,5600,5600.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
0c2fcc6c-289f-4324-b55f-b5fd11a62002,CAT-0034,Fregadero,4,32199.999999999996,128800.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
af42b21f-217e-4ead-a65d-c69397c13cc6,CAT-0035,Fuete eléctrico,68,2,136.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
b3e54ebe-ac35-4a11-b69b-3f0c8147fda1,CAT-0036,Impermeable verde 20Kg,1,69300,69300.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
017b2f62-0244-4bb0-8d88-82945aaa3726,CAT-0037,J de techo,26,70,1820.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
2babc6c7-6b18-4d51-a59a-e9d5fc15cc6e,CAT-0038,Lampara de 20,25,4480,112000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
207b1d1e-9b8c-43e4-b6b4-9f4bd977b18a,CAT-0039,Tubo de Lampara de 40,14,3920,54880.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
6ac93fb5-0ca3-4dd1-8cff-8980658b3caf,CAT-0040,Latiguillo de media por 3/8,7,1400,9800.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
ce3b523f-f616-489b-afa6-91c80e84cd8d,CAT-0041,Latiguillo MC4,72,2,144.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
470847a9-f708-46bb-97c1-57bca13d635c,CAT-0042,Llave de lavamano,3,4200,12600.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
2b2f28e3-e2f4-4d58-840c-4e4af5d651d1,CAT-0043,Losa aporcelanada 60x60,6,2,12.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
d640bf18-da13-4ef5-8754-d1226fadf660,CAT-0044,Losa aporcelanada 60x60 con defectos,4,2,8.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
5288a38f-85a0-4f2c-9edc-b745c03ef90c,CAT-0045,Malla perli,3,56000,168000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
f13436c1-85a7-430a-889b-a30f5208de85,CAT-0046,Masilla interior blanca,3,30799.999999999996,92400.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
4b15ea41-c8e3-4585-8c72-183133727b33,CAT-0047,Mortero,40,19600,784000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
8d81d8dc-80ab-4456-833b-1901c986c827,CAT-0048,Nudo de media,38,350,13300.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
55f7eb2b-8e95-475d-9375-b3b9390f5500,CAT-0049,Nudos de 3/4,7,2,14.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
b06c20ed-cd3d-4c6b-b775-959a83b0887b,CAT-0050,Nudos de 50,9,350,3150.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
0f0f9cc8-1d72-4cab-973c-8dd35164fe79,CAT-0051,Pintura Casa Blanca 14L,15,45500,682500.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
d96b0781-88b3-4992-85c6-4187307de294,CAT-0052,Pintura Verde 4L,39,3500,136500.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
ac868bd7-20bb-4af5-bd63-e1eee73fb80c,CAT-0056,Reducido de 3/4,5,489.99999999999994,2450.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
0d95ec26-3421-4fbb-9551-8e864e7f516d,CAT-0057,Rodillo,7,3500,24500.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
0ce83da7-afca-4ea8-bdff-2196b66fc1b8,CAT-0058,Rosca Chapa,90,2,180.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
85a6c248-21b4-46c0-b8f5-8eab4b966b02,CAT-0059,Soporte de papel higiénico,1,3500,3500.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
2d706d15-6a07-4aa0-ba16-90f9dc1ffc3c,CAT-0061,T de media,26,350,9100.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
d6c8fb13-7d8d-44a8-8656-cfb6423a385e,CAT-0063,Tanqueta de Aceite negro 20 L,1,97860,97860.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
6a64f76b-3f72-4d2f-a90c-67d3cc096adc,CAT-0064,Tanqueta de antioxidante gris 20L,1,97860,97860.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
402c85ed-1067-418b-932f-5b6ead480975,CAT-0065,Terminales eléctricas,130,2,260.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
bc4498c8-8208-4142-a418-acf3759bb48b,CAT-0066,Tornillo M10,98,350,34300.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
14fcc881-07b0-4d0b-a9d6-98f153a763ce,CAT-0068,Transfer trifásico,1,40950,40950.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
892b2bb1-518a-4198-bcc5-9145a8652641,CAT-0069,Unión universal de 3/4,4,1120,4480.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
52a00c8f-e313-45d5-89e5-c341aa8c9b01,CAT-0070,Unión universal de media,82,840,68880.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
5c57135f-b7a9-4953-93d9-d7718ab178ba,CAT-0071,Uniones de media/Niple macho,106,210,22260.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
868d3a72-2805-4fff-b933-07540e053cdd,CAT-0072,Yee de 50,6,350,2100.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
8b626748-d51b-407e-b2ef-ce9b51cca089,CAT-0073,Interruptor doble,9,2100,18900.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
70ad936d-524b-49f7-9a7b-5b1f204c59c8,CAT-0074,Controlador de línea,3,8400,25200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
2999d90d-9d23-490b-8663-b75f818b7c32,CAT-0075,Espigas de 15 AMP,28,1400,39200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
2dbfb550-4caf-4325-9ba5-8cca6f812017,CAT-0076,Toma corriente con tapa,6,2100,12600.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
3006ba3e-ca21-4d15-92ab-c7a1a94171a1,CAT-0077,Teipe negro,7,1400,9800.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
c8b1ce8a-1ae2-44e5-a51e-53ad46b47f67,CAT-0078,Tornillo con tuerca 4.8,322,420,135240.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
e533e794-cf92-4420-ac6b-f5caee2e0b88,CAT-0079,Interruptor y toma corriente,10,2100,21000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
26fdac16-4d7a-4e17-8864-c9cc690206ab,CAT-0080,Brecker C32A Sencillo,1,3150,3150.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
f648c3f8-0c60-4559-b76b-95bc02d9a816,CAT-0081,Bridas de 4x8 400mm,497,2,994.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
1a571786-83ec-44e2-aed2-48b5dbe79f25,CAT-0082,Cripiadora con pela cable Anaranjada,1,125999.99999999999,126000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
df97049c-0d66-4850-afc7-a964af2f52e7,CAT-0083,Cripiadora Roja con 6 dabas rojas,3,113400,340200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
de015bd9-ff44-48fc-bfd7-f37adf29b66e,CAT-0085,Panel 585,8,239400,1915200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
983e5726-a068-44b0-98b8-fef76ac481f1,CAT-0087,Cable Solar Negro 4mm,95.5,2835,270742.50,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
99885245-d370-46ea-99d9-176180574f77,CAT-0088,Cable Solar Rojo 4mm,91.5,2835,259402.50,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
7a73a85b-8a66-48d9-a7c3-7f9c91301ade,CAT-0090,Cable Solar Rojo 6mm,5,3150,15750.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
e1c23a92-e7b5-4b6a-8d8f-ee91aa053c81,CAT-0092,Juego de pata,5,2,10.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
8d00b701-caee-45b7-9f2f-3469e72baca5,CAT-0094,Barrena 6mm Madera,3,2,6.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
435fb1f5-8089-4610-87d6-df60a7d7d95d,CAT-0095,Barrena 34mm Madera,36,2,72.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
e05066d4-f1a4-44fe-98f4-b068afc571c7,CAT-0096,Barrena 5mm Madera,212,2,424.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
c24ad180-6d3f-4dfd-9625-d569b396951b,CAT-0097,Disco de corte,122,2,244.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
32ac0c01-83af-47b3-8dfe-0b07c9810106,CAT-0098,Limpia parabrisa,42,2,84.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
7f77f10d-f30f-4de3-888f-4888e1d63b33,CAT-0099,Electrodo 4mm,100,2,200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
6de05641-c590-4527-81b1-f220b6f9969e,CAT-0101,Canal de media,1,2,2.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
fc605995-ed45-4e93-a774-27e0fa858e71,CAT-0102,Cajas eléctricas,10,2,20.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
f5c8fd29-73e1-4b34-b2e3-7647437baf67,CAT-0103,Perfiles para brecker,27,2,54.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
887141dc-e091-4406-aba7-95435fdd3ded,CAT-0104,Terminales cubanas,18,2,36.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
63f0eeea-3d37-4f9e-b76f-0174551e7dab,CAT-0105,Cajita breckera sencilla,1,2,2.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
20113ad5-0460-4fa7-8521-52a5f16bc708,CAT-0106,Tornillo con arandela,496,2,992.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
5d6de612-3f04-4a6f-9769-4102809eca79,CAT-0107,Caja de distribución TRIC,4,2,8.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
54f03982-4f3e-42b5-a399-f5331833538c,CAT-0108,Cajita Breckera sencilla gris,3,2,6.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
670a4628-00d7-467d-bfc7-11f73a155bb1,CAT-0109,inicio Z,94,1.0189,95.78,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
5d7b5973-abab-4769-af06-78993d0a39b9,CAT-0110,Intermedio,217,2,434.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
f9fa0dbc-9fdc-49b0-8d43-58e5df1c8fbe,CAT-0111,Grapas plasticas con clavo de acero,49,3500,171500.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
0a1bce2e-6fbd-4cc3-9f90-91c3cc90aae6,CAT-0112,Grapas metalicas 3/4 con tornillo roscante,100,2,200.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
53a5555e-9788-4cd8-a068-00f17a95ed60,CAT-0113,Goma Termo Retractil,200,280,56000.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
721b1217-1812-449d-9c92-bb89b080f7f6,CAT-0114,Combustible,20,2,40.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
7049d300-7e08-42f0-b081-d373a331d88c,WAC-1786067683,WAC Test Product 1786067683,15,4,60.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
aa5e148b-df42-4349-a131-867767352669,TASA-EXT-1786067764,Tasa Extrema Test,11,1090908,11999988.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
94e53fd4-75ae-4924-a1b1-1b3d13f90df8,VOID-1786067801,Void WAC Test,10,4.5,45.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
5bf782be-70c8-4870-9514-46bc2ae9db69,CONC-1786067801,Concurrent Recv Test,15,4,60.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
8f4e2708-540c-477b-bef7-9aed96771a8f,WACTRACE-1786068302,WAC Trace Test 1786068302,15,4,60.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
185f1c6f-e58a-4231-b39a-3a52f2c7ef22,VOIDTRACE-1786068382,VOID Trace Test 1786068382,10,4.5,45.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
b7bd618c-38b4-475c-b775-dc81b233a825,WACFIX-1786068956,WAC Fix Test 1786068956,15,3.8889,58.33,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
7dbff68e-3ad1-479b-b228-f81021699ed4,WACFINAL-1786069134,WAC Final Test 1786069134,15,4.333333333333333,65.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
e9541bb4-97c2-4f1d-9cb2-836c38beefd7,WACFN-1786069224,WAC FINAL 1786069224,10,5,50.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
530e198c-0d42-4b36-852e-ba86f4431d94,PRODWAC-1786069598,PROD WAC Verify 1786069598,10,5,50.00,ESTIMATED,,cost_average(WAC) del sistema al corte; sin cost_at_sale/purchase_cost verificable por unidad
